id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	source	source_file	source_sheet	source_locator
par-miedo-us-0001	Res Parvae	miedo	US	verbal-objective-grasp	traer	Las riadas traen miedo, barro y miseria	manual	Res Parvae.xlsx	miedo	B22
par-miedo-uy-0001	Res Parvae	miedo	UY	verbal-objective-grasp	traer	traer miedo 1 Y a su paso trajo el miedo.	manual	Res Parvae.xlsx	miedo	B20
par-miedo-ve-0001	Res Parvae	miedo	VE	verbal-objective-grasp	agarrar	a ver si los delincuentes agarran miedo	manual	Res Parvae.xlsx	miedo	B21
par-miedo-ve-0002	Res Parvae	miedo	VE	substantive	manojo de	De cuántos manojos de miedos, de pánicos, está construido el hombre moderno.	manual	Res Parvae.xlsx	miedo	E21
pen-miedo-ar-0001	Res Longae Penetrantes	miedo	AR	verbal-subject-transitive	atravesar	El miedo atravesaba a la organización y se producía un verdadero desbande	manual	Res Penentrantes.xlsx	MIEDO	B2
pen-miedo-ar-0002	Res Longae Penetrantes	miedo	AR	verbal-subject-transitive	atravesar	no sintió el miedo que la atravesó en la audiencia previa a el juicio	manual	Res Penentrantes.xlsx	MIEDO	B2
pen-miedo-ar-0003	Res Longae Penetrantes	miedo	AR	verbal-subject-transitive	atravesar	El miedo es algo que nos atraviesa a todos.	manual	Res Penentrantes.xlsx	MIEDO	B2
pen-miedo-ar-0004	Res Longae Penetrantes	miedo	AR	verbal-subject-transitive	atravesar	el miedo que atraviesa a cada una hace que para ellas esto sea difícil	manual	Res Penentrantes.xlsx	MIEDO	B2
pen-miedo-ar-0005	Res Longae Penetrantes	miedo	AR	verbal-subject-transitive	atravesar	El miedo no se atreve a atravesar el río/ y el coraje rechaza el mar de el infinito "	manual	Res Penentrantes.xlsx	MIEDO	B2
pen-miedo-ar-0006	Res Longae Penetrantes	miedo	AR	verbal-subject-intransitive	penetrar en	el miedo penetre en tus entrañas y se encuentre cara a cara con tu fe	manual	Res Penentrantes.xlsx	MIEDO	C2
pen-miedo-ar-0007	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesado por	se ven atravesadas por miedos y opiniones o juicios de valor	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0008	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesado por	s trece jóvenes tailandeses a el no encontrar se atravesados por algunos de los miedos arraigados la cultura judeo-cristiana occidentalizada,	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0009	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesado por	esas criaturas, atravesadas por el miedo, la soledad y el desamparo	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0010	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesar por	Narciso pone estas cuestiones en el centro de la escena, para dejar se atravesar por miedos y situaciones cotidianas	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0011	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesado por	dos sujetos atravesados por todos los miedos imaginables.	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0012	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesado por	atravesada por el miedo y las ganas, viuda de un hombre,	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0013	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesado por	mesadas blancas también se revelan atravesados por los miedos	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0014	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesado por	son hombres y mujeres atravesados por ese miedo a la libertad que pregonaba Erich Fromm.	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0015	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesado por	en una melodía estructurada por los sentimientos de un corazón atravesado por los miedos y la soledad	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0016	Res Longae Penetrantes	miedo	AR	verbal-instrumental	atravesado por	rto`; todo se juega entre realidad y ficción, entre contar y decir, atravesado por el miedo y el misterio	manual	Res Penentrantes.xlsx	MIEDO	E2
pen-miedo-ar-0017	Res Longae Penetrantes	miedo	AR	attributive	penetrante	1el mundo post Torres Gemelas estaba exhibiendo extrañas semejanzas, con su miedo penetrante y su incipiente vigilancia potencial de los ciudadano	manual	Res Penentrantes.xlsx	MIEDO	F2
pen-miedo-bo-0001	Res Longae Penetrantes	miedo	BO	verbal-subject-transitive	atravesar	ada día que Eunice asistía a sus clases de piano, un intenso miedo le atravesaba el cuerpo.	manual	Res Penentrantes.xlsx	MIEDO	B3
pen-miedo-cl-0001	Res Longae Penetrantes	miedo	CL	verbal-subject-transitive	penetrar	el miedo penetra nuestro entorno labora	manual	Res Penentrantes.xlsx	MIEDO	B4
pen-miedo-cl-0002	Res Longae Penetrantes	miedo	CL	verbal-subject-transitive	atravesar	El miedo me atravesó como punta de lanza.	manual	Res Penentrantes.xlsx	MIEDO	B4
pen-miedo-co-0001	Res Longae Penetrantes	miedo	CO	verbal-subject-transitive	atravesar	el miedo que atraviesa a las varias generaciones de esa guerrilla de cara a un acuerdo de paz.	manual	Res Penentrantes.xlsx	MIEDO	B5
pen-miedo-co-0002	Res Longae Penetrantes	miedo	CO	verbal-instrumental	atravesado por	s una vida atravesada por el miedo de que alguien llegue en la noc	manual	Res Penentrantes.xlsx	MIEDO	E5
pen-miedo-co-0003	Res Longae Penetrantes	miedo	CO	verbal-instrumental	clavado en	con el miedo y la incertidumbre clavados en los huesos,	manual	Res Penentrantes.xlsx	MIEDO	E5
pen-miedo-do-0001	Res Longae Penetrantes	miedo	DO	verbal-instrumental	atravesado por	Sus representantes están como atravesados por el miedo a perder su hegemonía históric	manual	Res Penentrantes.xlsx	MIEDO	E8
pen-miedo-es-0001	Res Longae Penetrantes	miedo	ES	verbal-subject-transitive	atravesar	El miedo " atravesó a varias generaciones, logrando una desideologización política de la sociedad española	manual	Res Penentrantes.xlsx	MIEDO	B10
pen-miedo-es-0002	Res Longae Penetrantes	miedo	ES	verbal-subject-transitive	atravesar	una sensación de miedo e incertidumbre atraviesa a el orden mundia	manual	Res Penentrantes.xlsx	MIEDO	B10
pen-miedo-es-0003	Res Longae Penetrantes	miedo	ES	verbal-subject-transitive	atravesar	Para que el miedo atraviese la pantalla y se te meta entre los huesos sin grandes charcos de mercromina	manual	Res Penentrantes.xlsx	MIEDO	B10
pen-miedo-es-0004	Res Longae Penetrantes	miedo	ES	verbal-subject-transitive	clavar	El miedo que se te clava en el cuerpo y el que te corta la respiración.	manual	Res Penentrantes.xlsx	MIEDO	B10
pen-miedo-es-0005	Res Longae Penetrantes	miedo	ES	verbal-subject-intransitive	penetrar en	el miedo termina penetrando en el trabajador a través de diversos grados de violencia,	manual	Res Penentrantes.xlsx	MIEDO	C10
pen-miedo-es-0006	Res Longae Penetrantes	miedo	ES	verbal-instrumental	clavado en	solo recuerdo el continuo miedo clavado en mi corazón, la presión en el pecho que me impedía respira	manual	Res Penentrantes.xlsx	MIEDO	E10
pen-miedo-mx-0001	Res Longae Penetrantes	miedo	MX	verbal-subject-transitive	penetrar	y el miedo penetra nuestro entorno laboral.	manual	Res Penentrantes.xlsx	MIEDO	B13
pen-miedo-mx-0002	Res Longae Penetrantes	miedo	MX	verbal-subject-transitive	atravesar	Me atravesó un relámpago de miedo.	manual	Res Penentrantes.xlsx	MIEDO	B13
pen-miedo-mx-0003	Res Longae Penetrantes	miedo	MX	verbal-subject-intransitive	penetrar	el miedo penetra como la humedad y se apodera de nosotros	manual	Res Penentrantes.xlsx	MIEDO	C13
pen-miedo-mx-0004	Res Longae Penetrantes	miedo	MX	verbal-instrumental	atravesado por	a una relación entre los géneros que no esté atravesada por el miedo y los malentendido	manual	Res Penentrantes.xlsx	MIEDO	E13
pen-miedo-mx-0005	Res Longae Penetrantes	miedo	MX	attributive	penetrante	a las policías de el país, las de hace décadas, con un miedo penetrante.	manual	Res Penentrantes.xlsx	MIEDO	F13
pen-miedo-ni-0001	Res Longae Penetrantes	miedo	NI	verbal-subject-transitive	atravesar	El miedo atravesó mis médulas y dócilmente entregué mis pertenencia	manual	Res Penentrantes.xlsx	MIEDO	B14
pen-miedo-pa-0001	Res Longae Penetrantes	miedo	PA	verbal-instrumental	atravesado por	Están todos aterrorizados. Atravesados por los miedos más diversos.	manual	Res Penentrantes.xlsx	MIEDO	E15
pen-miedo-pe-0001	Res Longae Penetrantes	miedo	PE	verbal-instrumental	atravesado por	un personaje denso, creíble, atravesado por el miedo y la angustia	manual	Res Penentrantes.xlsx	MIEDO	E16
pen-miedo-py-0001	Res Longae Penetrantes	miedo	PY	verbal-objective	clavar	Walter Clar clavó miedo en el cuerpo de Olimpia en el primer minuto de juego	manual	Res Penentrantes.xlsx	MIEDO	D18
pen-miedo-us-0001	Res Longae Penetrantes	miedo	US	verbal-subject-transitive	atravesar	a los vecinos el miedo los atraviesa tras los tiroteos que se sucedieron en los últimos día	manual	Res Penentrantes.xlsx	MIEDO	B22
pen-miedo-us-0002	Res Longae Penetrantes	miedo	US	verbal-subject-transitive	atravesar	cargué con las dudas y los miedos que me atravesaban en aquel momento	manual	Res Penentrantes.xlsx	MIEDO	B22
pen-miedo-uy-0001	Res Longae Penetrantes	miedo	UY	verbal-subject-transitive	atravesar	si bien el miedo atraviesa todo el monólogo de Tom Pa	manual	Res Penentrantes.xlsx	MIEDO	B20
pen-miedo-ve-0001	Res Longae Penetrantes	miedo	VE	verbal-subject-transitive	penetrar	un poderoso miedo ha penetrado, hasta los tuétanos, a ateridos y temblecos transeúntes	manual	Res Penentrantes.xlsx	MIEDO	B21
pen-miedo-ve-0002	Res Longae Penetrantes	miedo	VE	verbal-subject-transitive	penetrar	las corrientes de el miedo que han penetrado a la opinión pública,	manual	Res Penentrantes.xlsx	MIEDO	B21
pen-miedo-ve-0003	Res Longae Penetrantes	miedo	VE	verbal-subject-transitive	penetrar	la política de el miedo estadounidense ha penetrado profundamente a su socieda	manual	Res Penentrantes.xlsx	MIEDO	B21
pen-miedo-ve-0004	Res Longae Penetrantes	miedo	VE	verbal-subject-transitive	atravesar	a la sociedad postmoderna le atraviesa un miedo atávico a el compartir con los otros,	manual	Res Penentrantes.xlsx	MIEDO	B21
pen-miedo-ve-0005	Res Longae Penetrantes	miedo	VE	verbal-subject-intransitive	penetrar en	El miedo penetró en todos los hogares y con el tiempo todos se volvieron más cautos	manual	Res Penentrantes.xlsx	MIEDO	C21
pen-miedo-ve-0006	Res Longae Penetrantes	miedo	VE	attributive	penetrante	Esto ha sido un miedo penetrante y una ansiedad mucho antes de la Ley Patriota	manual	Res Penentrantes.xlsx	MIEDO	F21
pla-miedo-co-0001	Res Planae	miedo	CO	attributive	llano	yo estaba completamente descompuesto por un miedo simple y llano, puro terror abstracto desligado de cualquier forma física distinguible	manual	Res Planae.xlsx	MIEDO	B5
rot-miedo-ar-0001	Res Rotundae	miedo	AR	verbal-subject-intransitive	girar en torno a	su mayor miedo gira en torno a el tamaño de su pene y la eyaculación precoz,	manual	Res Rotundae.xlsx	MIEDO	C2
rot-miedo-ar-0002	Res Rotundae	miedo	AR	verbal-instrumental	envuelto en	envueltos en ese miedo, los retrató la columna de Eduardo Van der Kooy	manual	Res Rotundae.xlsx	MIEDO	E2
rot-miedo-ar-0003	Res Rotundae	miedo	AR	verbal-instrumental	envuelto entre	Envuelta entre miedos y urgencias por su serpenteante marcha	manual	Res Rotundae.xlsx	MIEDO	E2
rot-miedo-ar-0004	Res Rotundae	miedo	AR	verbal-instrumental	envuelto en	ra una sociedad envuelta en el miedo, pero los movimientos querían conversar y discutir	manual	Res Rotundae.xlsx	MIEDO	E2
rot-miedo-ar-0005	Res Rotundae	miedo	AR	verbal-instrumental	envuelto en	La población de Sierra Grande sigue en silencio y envuelta en miedo, a la crisis minera	manual	Res Rotundae.xlsx	MIEDO	E2
rot-miedo-ar-0006	Res Rotundae	miedo	AR	substantive	círculo de	e genera un círculo de miedo.	manual	Res Rotundae.xlsx	MIEDO	F2
rot-miedo-cl-0001	Res Rotundae	miedo	CL	verbal-subject-intransitive	envolver	miedos que envolvían a la sociedad chilena,	manual	Res Rotundae.xlsx	MIEDO	C4
rot-miedo-cl-0002	Res Rotundae	miedo	CL	verbal-subject-intransitive	envolver	1 El miedo envuelve a el Carnaval de Río Por El Liber	manual	Res Rotundae.xlsx	MIEDO	C4
rot-miedo-cl-0003	Res Rotundae	miedo	CL	verbal-instrumental	envolver en	ué les detiene el tránsito de el oxígeno en la sangre, qué les envuelve en miedo y solo desde mí pueden dar con una puerta,	manual	Res Rotundae.xlsx	MIEDO	E4
rot-miedo-cl-0004	Res Rotundae	miedo	CL	verbal-instrumental	envuelto en	así seguíamos sumidos en ese letargo infinito envuelto en miedo.	manual	Res Rotundae.xlsx	MIEDO	E4
rot-miedo-co-0001	Res Rotundae	miedo	CO	verbal-subject-intransitive	envolver	deben ser explicados a el detalle para que a la población no la envuelvan en el miedo	manual	Res Rotundae.xlsx	MIEDO	C5
rot-miedo-co-0002	Res Rotundae	miedo	CO	verbal-subject-intransitive	envolver	oven reconoce que en ese momento el miedo lo envolvi	manual	Res Rotundae.xlsx	MIEDO	C5
rot-miedo-co-0003	Res Rotundae	miedo	CO	verbal-subject-intransitive	envolver	Los miedos que me envuelven me hacen tomar decisiones equivocada	manual	Res Rotundae.xlsx	MIEDO	C5
rot-miedo-co-0004	Res Rotundae	miedo	CO	verbal-subject-intransitive	envolver	el miedo que envuelve a las familias	manual	Res Rotundae.xlsx	MIEDO	C5
rot-miedo-co-0005	Res Rotundae	miedo	CO	verbal-instrumental	envuelto en	cuando uno de los acuerpados hombres desenfundó una cuchilla y envuelto en ira la enterró en el corazón de Rubio,	manual	Res Rotundae.xlsx	MIEDO	E5
rot-miedo-co-0006	Res Rotundae	miedo	CO	verbal-instrumental	envuelto en	por ser presa o hallar se envueltos en ira suprema	manual	Res Rotundae.xlsx	MIEDO	E5
rot-miedo-co-0007	Res Rotundae	miedo	CO	verbal-instrumental	envuelto en	e aseguraran que era de el demonio y yo quedaba envuelta en miedo	manual	Res Rotundae.xlsx	MIEDO	E5
rot-miedo-cu-0001	Res Rotundae	miedo	CU	verbal-subject-intransitive	girar	a ingratitud es miedo que gira en la decadencia de la gente	manual	Res Rotundae.xlsx	MIEDO	C7
rot-miedo-do-0001	Res Rotundae	miedo	DO	verbal-subject-intransitive	envolver	El miedo nos envuelve a una inexorable condena de no poder alzar nuestras alas a mejores horizontes,	manual	Res Rotundae.xlsx	MIEDO	C8
rot-miedo-do-0002	Res Rotundae	miedo	DO	substantive	círculo de	evitando entrar en ese círculo de tristeza y baja estima, que te paraliza	manual	Res Rotundae.xlsx	MIEDO	F8
rot-miedo-es-0001	Res Rotundae	miedo	ES	verbal-subject-intransitive	envolver	el miedo envolvió el abarrotado estadio por culpa de una escena de terro	manual	Res Rotundae.xlsx	MIEDO	C10
rot-miedo-es-0002	Res Rotundae	miedo	ES	verbal-subject-intransitive	envolver	Los miedos que me envuelven me hacen tomar decisiones equivocadas y	manual	Res Rotundae.xlsx	MIEDO	C10
rot-miedo-es-0003	Res Rotundae	miedo	ES	verbal-subject-intransitive	girar alrededor de	Las historias de miedo que giran alrededor de muñeco	manual	Res Rotundae.xlsx	MIEDO	C10
rot-miedo-es-0004	Res Rotundae	miedo	ES	verbal-instrumental	envuelto en	los miembros de la comunidad envueltos en un miedo sin precedentes	manual	Res Rotundae.xlsx	MIEDO	E10
rot-miedo-es-0005	Res Rotundae	miedo	ES	verbal-instrumental	envuelto en	n equipo envuelto en sus miedos	manual	Res Rotundae.xlsx	MIEDO	E10
rot-miedo-es-0006	Res Rotundae	miedo	ES	verbal-instrumental	envuelto en	un conjunto casi fantasmagórico, envuelto en el miedo y el romanticismo q	manual	Res Rotundae.xlsx	MIEDO	E10
rot-miedo-es-0007	Res Rotundae	miedo	ES	verbal-instrumental	envuelto en	yo me fui a la cama envuelto en miedo	manual	Res Rotundae.xlsx	MIEDO	E10
rot-miedo-es-0008	Res Rotundae	miedo	ES	verbal-instrumental	envuelto en	Envueltos en miedo y caos	manual	Res Rotundae.xlsx	MIEDO	E10
rot-miedo-es-0009	Res Rotundae	miedo	ES	substantive	círculo de	romperemos el círculo vicioso de tristeza y depresión.	manual	Res Rotundae.xlsx	MIEDO	F10
rot-miedo-es-0010	Res Rotundae	miedo	ES	substantive	círculo de	ha salido de el " círculo de tristeza "	manual	Res Rotundae.xlsx	MIEDO	F10
rot-miedo-hn-0001	Res Rotundae	miedo	HN	verbal-subject-intransitive	envolver	política editorial de los medios que representan, es el miedo que les envuelv	manual	Res Rotundae.xlsx	MIEDO	C12
rot-miedo-hn-0002	Res Rotundae	miedo	HN	verbal-instrumental	envuelto en	hay ancianos envueltos en el miedo por la disminución de sus fuerzas	manual	Res Rotundae.xlsx	MIEDO	E12
rot-miedo-mx-0001	Res Rotundae	miedo	MX	verbal-subject-intransitive	envolver	El miedo que envuelve a el país galo se justifica por los atentados yihadistas de enero	manual	Res Rotundae.xlsx	MIEDO	C13
rot-miedo-mx-0002	Res Rotundae	miedo	MX	verbal-subject-intransitive	envolver	n la psicosis y el miedo que envuelve a la comunidad que cuando conoce de esos hechos crece el temor	manual	Res Rotundae.xlsx	MIEDO	C13
rot-miedo-mx-0003	Res Rotundae	miedo	MX	verbal-subject-intransitive	envolver	miedo que envuelve como sopor caliente	manual	Res Rotundae.xlsx	MIEDO	C13
rot-miedo-mx-0004	Res Rotundae	miedo	MX	verbal-instrumental	envuelto en	funcionarios de todos los niveles que con su omisión envuelta en miedo permitieron y permiten el saqueo	manual	Res Rotundae.xlsx	MIEDO	E13
rot-miedo-mx-0005	Res Rotundae	miedo	MX	verbal-instrumental	envolver en	una realidad que nos envuelve en el miedo.	manual	Res Rotundae.xlsx	MIEDO	E13
rot-miedo-mx-0006	Res Rotundae	miedo	MX	verbal-instrumental	envuelto en	regresó a casa envuelta en el miedo	manual	Res Rotundae.xlsx	MIEDO	E13
rot-miedo-mx-0007	Res Rotundae	miedo	MX	verbal-instrumental	envuelto en	no dudo que estén bajo la incertidumbre de lo que puede venir y envueltos en miedo de lo que podría pasar,	manual	Res Rotundae.xlsx	MIEDO	E13
rot-miedo-mx-0008	Res Rotundae	miedo	MX	verbal-instrumental	envuelto en	ienden a dejar a el paciente en una especie de parálisis interna envueltos en el miedo, el pánico y el vértig	manual	Res Rotundae.xlsx	MIEDO	E13
rot-miedo-mx-0009	Res Rotundae	miedo	MX	verbal-instrumental	envuelto de	estas historias envueltas de miedo, sangre y mucho misterio.	manual	Res Rotundae.xlsx	MIEDO	E13
rot-miedo-mx-0010	Res Rotundae	miedo	MX	verbal-instrumental	envuelto en	envuelta en miedo Karina salió de su trabajo	manual	Res Rotundae.xlsx	MIEDO	E13
rot-miedo-mx-0011	Res Rotundae	miedo	MX	substantive	círculo de	nos anclan a un recuerdo y a un círculo vicioso de tristeza.	manual	Res Rotundae.xlsx	MIEDO	F13
rot-miedo-pe-0001	Res Rotundae	miedo	PE	verbal-subject-intransitive	envolver	Hay una suerte de miedo moderno que envuelve tus relatos	manual	Res Rotundae.xlsx	MIEDO	C16
rot-miedo-pe-0002	Res Rotundae	miedo	PE	verbal-subject-intransitive	envolver	Los miedos que me envuelven me hacen tomar decisiones equivocadas	manual	Res Rotundae.xlsx	MIEDO	C16
rot-miedo-pe-0003	Res Rotundae	miedo	PE	verbal-instrumental	envuelto en	propias de una pubertad envuelta en miedo, tejen la trama	manual	Res Rotundae.xlsx	MIEDO	E16
rot-miedo-pr-0001	Res Rotundae	miedo	PR	verbal-subject-intransitive	envolver	r la neblina de confusión y miedo que envuelve a la mayoría.	manual	Res Rotundae.xlsx	MIEDO	C17
rot-miedo-pr-0002	Res Rotundae	miedo	PR	verbal-subject-intransitive	girar en torno a	aunque el miedo gire en torno a esa misma person	manual	Res Rotundae.xlsx	MIEDO	C17
rot-miedo-us-0001	Res Rotundae	miedo	US	verbal-subject-intransitive	envolver	el miedo real que envolvió a Japón en 1945.	manual	Res Rotundae.xlsx	MIEDO	C22
rot-miedo-us-0002	Res Rotundae	miedo	US	verbal-subject-intransitive	envolver	Miedo e incertidumbre envuelven desde el pasado dos de diciembre a la comunidad migrante	manual	Res Rotundae.xlsx	MIEDO	C22
rot-miedo-us-0003	Res Rotundae	miedo	US	verbal-instrumental	envuelto en	estar atrapadas en un círculo vicioso y envueltas en miedos que les impide dejar a quien	manual	Res Rotundae.xlsx	MIEDO	E22
rot-miedo-us-0004	Res Rotundae	miedo	US	substantive	círculo de	salir de el círculo de tristeza en el que estab	manual	Res Rotundae.xlsx	MIEDO	F22
rot-miedo-us-0005	Res Rotundae	miedo	US	substantive	círculo de	la encerró en un " círculo " de tristeza. "	manual	Res Rotundae.xlsx	MIEDO	F22
rot-miedo-us-0006	Res Rotundae	miedo	US	substantive	círculo de	a salir de el círculo de tristeza que la abrazaba	manual	Res Rotundae.xlsx	MIEDO	F22
rot-miedo-us-0007	Res Rotundae	miedo	US	substantive	círculo de	salir de ese círculo vicioso de tristeza y pesimismo en el que están metido	manual	Res Rotundae.xlsx	MIEDO	F22
rot-miedo-us-0008	Res Rotundae	miedo	US	substantive	círculo de	salir de su círculo de pesadumbre, tristezas y lamentos	manual	Res Rotundae.xlsx	MIEDO	F22
rot-miedo-ve-0001	Res Rotundae	miedo	VE	verbal-subject-intransitive	envolver	Qué miedos lo envolvieron; la crueldad de la cárcel, la humillación de ser acusado	manual	Res Rotundae.xlsx	MIEDO	C21
