id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	source	source_file	source_sheet	source_locator	frequency	freq_role
liq-alegría-bo-0010	Res Liquidae	alegría	BO	substantive	brote de	se han registrado aislados brotes de alegría en la ultramarina Hawá	manual	RES LIQUIDAE COR.xlsx	alegría	G3	1	example
liq-alegría-cl-0001	Res Liquidae	alegría	CL	verbal-objective	derramar	una comparsa con marionetas gigantes derramará alegría	manual	RES LIQUIDAE COR.xlsx	alegría	B4	1	example
liq-alegría-cl-0002	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	Desde el primer día su alegría inundó mi corazón y se volvió el mejor partne	manual	RES LIQUIDAE COR.xlsx	alegría	C4	1	example
liq-alegría-cl-0003	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	La alegría azul inunda Plaza Italia Los hinchas de la U. de Chile	manual	RES LIQUIDAE COR.xlsx	alegría	C4	1	example
liq-alegría-cl-0004	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	la alegría inundará tu relación de pareja	manual	RES LIQUIDAE COR.xlsx	alegría	C4	1	example
liq-alegría-cl-0005	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	La alegría navideña inunda a muchos, en particular las líneas aéreas	manual	RES LIQUIDAE COR.xlsx	alegría	C4	1	example
liq-alegría-cl-0006	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	# La alegría sigue inundando el camarín de " La Roja	manual	RES LIQUIDAE COR.xlsx	alegría	C4	1	example
liq-alegría-cl-0007	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	cuantas alegrías inundan y eclipsan cualquier cansancio	manual	RES LIQUIDAE COR.xlsx	alegría	C4	1	example
liq-alegría-cl-0008	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	tristeza y a el mismo tiempo la alegría inundaron a Kit Harington cuando grabó su última escena de' Game of Thrones	manual	RES LIQUIDAE COR.xlsx	alegría	C4	1	example
liq-alegría-cl-0009	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	Cierto es que la alegría inunda a el equipo chileno de Copa Davis	manual	RES LIQUIDAE COR.xlsx	alegría	C4	1	example
liq-alegría-cl-0010	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	Gritos de celebración y alegría inundaron la simbólica Plaza de Bolívar en Bogotá el sábado por la noch	manual	RES LIQUIDAE COR.xlsx	alegría	C4	1	example
liq-alegría-cl-0011	Res Liquidae	alegría	CL	verbal-subject-intransitive	fluir	esa alegría no fluye	manual	RES LIQUIDAE COR.xlsx	alegría	D4	1	example
liq-alegría-cl-0012	Res Liquidae	alegría	CL	verbal-subject-intransitive	brotar	La alegría interna, la alegría que brota de el corazón como de su fuent	manual	RES LIQUIDAE COR.xlsx	alegría	D4	1	example
liq-alegría-cl-0013	Res Liquidae	alegría	CL	verbal-subject-intransitive	brotar	Y tras el paso, el milagroso paso, brotó la alegría	manual	RES LIQUIDAE COR.xlsx	alegría	D4	1	example
liq-alegría-cl-0014	Res Liquidae	alegría	CL	verbal-subject-intransitive	rebosar	La alegría rebosaba en el DT argentino, que llenó de elogios a sus dirigidos:	manual	RES LIQUIDAE COR.xlsx	alegría	D4	1	example
liq-alegría-cl-0015	Res Liquidae	alegría	CL	verbal-subject-intransitive	rebosar	la alegría rebosa en los voluntarios de la Sexta Compañía	manual	RES LIQUIDAE COR.xlsx	alegría	D4	1	example
liq-alegría-cl-0016	Res Liquidae	alegría	CL	verbal-instrumental	inundar de	Es una actividad extraordinaria, que nos inunda de alegría CL	manual	RES LIQUIDAE COR.xlsx	alegría	E4	1	example
liq-alegría-cl-0017	Res Liquidae	alegría	CL	verbal-instrumental	inundar de	este espectáculo de arte popular, que inunde de alegría y color la ciudad  CL	manual	RES LIQUIDAE COR.xlsx	alegría	E4	1	example
liq-alegría-cl-0018	Res Liquidae	alegría	CL	verbal-instrumental	inundar de	entre otros temas musicales que inundaron de alegría y magia las dependencias gubernamentales en vísperas de Navida	manual	RES LIQUIDAE COR.xlsx	alegría	E4	1	example
liq-alegría-cl-0019	Res Liquidae	alegría	CL	verbal-instrumental	inundar de	Con zamacueca y tumbes, la comunidad afrodescendiente de Arica inundó con la alegría de su cultura viva el salón de Honor de el Congreso Naciona	manual	RES LIQUIDAE COR.xlsx	alegría	E4	1	example
liq-alegría-cl-0020	Res Liquidae	alegría	CL	verbal-instrumental	rebosar	retoños, quienes le rebosan el corazón de alegría y amor	manual	RES LIQUIDAE COR.xlsx	alegría	E4	1	example
liq-alegría-cl-0021	Res Liquidae	alegría	CL	verbal-instrumental	rebosar	estas últimas rebosaban de alegría y no paraban de sonreír.	manual	RES LIQUIDAE COR.xlsx	alegría	E4	1	example
liq-alegría-cl-0022	Res Liquidae	alegría	CL	substantive	gota de	Cuando termine, le habrán escurrido hasta la última gota de alegría	manual	RES LIQUIDAE COR.xlsx	alegría	G4	1	example
liq-alegría-co-0001	Res Liquidae	alegría	CO	verbal-objective	derramar	1os atrevemos a contar algunas anécdotas maravillosas de humor campesino y de apuntes reidores de recuerdos siempre gratos que derramaban euforia y alegría	manual	RES LIQUIDAE COR.xlsx	alegría	B5	1	example
liq-alegría-co-0002	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	El video, dirigido por Mike Ho, muestra la unidad y la alegría que inunda las calles de muchas ciudades de el mundo durante la época de la Copa Mundia	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0003	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	La alegría también' inunda' las taquillas y viaja con cada usuario de el MÍO	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0004	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	la alegría que inunda todos los rincones	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0005	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	La alegría inunda a Diego Umaña cada vez que viene a Barranquilla	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0006	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	la alegría inundaba el lugar y entre nervios y risas transcurrían las funciones	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0007	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	Sin embargo, una nueva alegría inundaría los corazones escarlatas	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0008	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	La celebración y alegría inundó las calles argentinas	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0009	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	La alegría inundó los corazones de los jugadores	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0010	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	Pero ya pasada la ceremonia, la alegría lo inundó todo.	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0011	Res Liquidae	alegría	CO	verbal-subject-transitive	inundar	pero a los 38 llegó ese estallido de gol y de alegría que inundó el estadio Arena Mordovia de Saransk	manual	RES LIQUIDAE COR.xlsx	alegría	C5	1	example
liq-alegría-co-0012	Res Liquidae	alegría	CO	verbal-subject-intransitive	derramar	la alegría que se derrama de la experiencia es clara	manual	RES LIQUIDAE COR.xlsx	alegría	D5	1	example
liq-alegría-co-0013	Res Liquidae	alegría	CO	verbal-subject-intransitive	brotar	omo en toda Barranquilla, la alegría brota en cada esquina en todas las formas posible	manual	RES LIQUIDAE COR.xlsx	alegría	D5	1	example
liq-alegría-co-0014	Res Liquidae	alegría	CO	verbal-subject-intransitive	brotar	Le brota la alegría por los poros	manual	RES LIQUIDAE COR.xlsx	alegría	D5	1	example
liq-alegría-co-0015	Res Liquidae	alegría	CO	verbal-subject-intransitive	brotar	por eso a el final de el partido con Perú brotó la alegría por todos los rincones de el paí	manual	RES LIQUIDAE COR.xlsx	alegría	D5	1	example
liq-alegría-co-0016	Res Liquidae	alegría	CO	verbal-subject-intransitive	brotar	brota una alegría enorme en la población, regresan las tradicione	manual	RES LIQUIDAE COR.xlsx	alegría	D5	1	example
liq-alegría-co-0017	Res Liquidae	alegría	CO	verbal-subject-intransitive	brotar	Antonio Enrique Alviz también deja que su alegría brote sin reparos	manual	RES LIQUIDAE COR.xlsx	alegría	D5	1	example
liq-alegría-co-0018	Res Liquidae	alegría	CO	verbal-subject-intransitive	brotar	A Leonel Álvarez le brota alegría por todos los poros	manual	RES LIQUIDAE COR.xlsx	alegría	D5	1	example
liq-alegría-co-0019	Res Liquidae	alegría	CO	verbal-subject-intransitive	diluirse	La alegría entonces se diluía	manual	RES LIQUIDAE COR.xlsx	alegría	D5	1	example
liq-alegría-co-0020	Res Liquidae	alegría	CO	verbal-subject-intransitive	rebosar	rebosa la alegría rusa por el mal ajeno	manual	RES LIQUIDAE COR.xlsx	alegría	D5	1	example
liq-alegría-co-0021	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	inundado alegría	manual	RES LIQUIDAE COR.xlsx	alegría	E5	12	inline
liq-alegría-co-0022	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	el alma entera se me inunda de alegría	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0023	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	a selección inunde de alegría una nación futbolera que tantos jugadores de calida	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0024	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	sensibilidad de estos pequeños artistas inundarán de alegría la Plaza de Bolívar	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0025	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	l tambor y la flauta de carrizo, inundando de alegría, color y tradición las jornadas que buscan inundar de alegría la vida de los niños	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0026	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	para iluminar e inundar de alegría las calles de la localida	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0027	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	Esta declaración inundó de alegría a los partidarios de Piñera	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0028	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	donde inundó de alegría a toda la niñez que participó de el evento	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0029	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	a asistencia de la verdadera agrupación' Niche' que se tomó el escenario, inundó de alegría y baile a todos sus asistentes.	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0030	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	na multitud desbordante de pequeñines inundó de alegría las instalaciones de la Sede Campestre de Pance.	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0031	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	escuelas de la ciudad los que inundaron con alegría el primer desfile de la Feria	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0032	Res Liquidae	alegría	CO	verbal-instrumental	inundar de	Los permisos se gestionaron y la noticia inundó de alegría a todos los integrantes	manual	RES LIQUIDAE COR.xlsx	alegría	E5	0	illustrative
liq-alegría-co-0033	Res Liquidae	alegría	CO	verbal-instrumental	rebosar	Yo rebosaba de alegría con mis regalos	manual	RES LIQUIDAE COR.xlsx	alegría	E5	1	example
liq-alegría-co-0034	Res Liquidae	alegría	CO	verbal-instrumental	rebosar	el ambiente rebosaba de alegría	manual	RES LIQUIDAE COR.xlsx	alegría	E5	1	example
liq-alegría-co-0035	Res Liquidae	alegría	CO	verbal-instrumental	rebosar	hacer rebosar nuestras vidas de alegría	manual	RES LIQUIDAE COR.xlsx	alegría	E5	1	example
liq-alegría-co-0036	Res Liquidae	alegría	CO	substantive	torrente	Un torrente de desbordante alegría abre hoy el carnaval de Barranquilla	manual	RES LIQUIDAE COR.xlsx	alegría	G5	1	example
liq-alegría-co-0037	Res Liquidae	alegría	CO	substantive	torrente	en medio de un torrente de alegría	manual	RES LIQUIDAE COR.xlsx	alegría	G5	1	example
liq-alegría-co-0038	Res Liquidae	alegría	CO	substantive	gota de	n la espalda fue una gota de alegría en un océano de desesperanza	manual	RES LIQUIDAE COR.xlsx	alegría	G5	1	example
liq-alegría-co-0039	Res Liquidae	alegría	CO	substantive	chorro	emás de el líquido encontramos fueron chorros de alegría en medio de la comunidad	manual	RES LIQUIDAE COR.xlsx	alegría	G5	1	example
liq-alegría-cr-0001	Res Liquidae	alegría	CR	verbal-subject-transitive	inundar	La alegría inunda Santa Clara, el paso de los transeúntes	manual	RES LIQUIDAE COR.xlsx	alegría	C6	1	example
liq-alegría-cr-0004	Res Liquidae	alegría	CR	verbal-instrumental	inundar	Y esta certidumbre inunda de alegría mi yo último	manual	RES LIQUIDAE COR.xlsx	alegría	E6	1	example
liq-alegría-cr-0005	Res Liquidae	alegría	CR	verbal-instrumental	inundar	Giuliana inundó de alegría la casa de la familia	manual	RES LIQUIDAE COR.xlsx	alegría	E6	1	example
liq-alegría-cu-0001	Res Liquidae	alegría	CU	verbal-objective	derramar	Argeo Martínez derramó alegría en la último día de el año CU	manual	RES LIQUIDAE COR.xlsx	alegría	B7	1	example
liq-alegría-cu-0002	Res Liquidae	alegría	CU	verbal-objective	fluir	permitió fluir la alegría	manual	RES LIQUIDAE COR.xlsx	alegría	B7	1	example
liq-alegría-cu-0003	Res Liquidae	alegría	CU	verbal-objective	rebosar	en estos días en que los granmenses rebosan alegría por haber obtenido la sede...	manual	RES LIQUIDAE COR.xlsx	alegría	B7	1	example
liq-alegría-cu-0004	Res Liquidae	alegría	CU	verbal-objective	rebosar	Por eso rebosa alegría en una epístola dirigida a Manuel Mercado desde Nueva York...	manual	RES LIQUIDAE COR.xlsx	alegría	B7	1	example
liq-alegría-cu-0005	Res Liquidae	alegría	CU	verbal-objective	rebosar	de el rostro de la escultura le es totalmente ajena a la alegría plena que rebosa el personaje	manual	RES LIQUIDAE COR.xlsx	alegría	B7	1	example
liq-alegría-cu-0006	Res Liquidae	alegría	CU	verbal-subject-transitive	inundar	la alegría inunda los pueblos	manual	RES LIQUIDAE COR.xlsx	alegría	C7	1	example
liq-alegría-cu-0007	Res Liquidae	alegría	CU	verbal-subject-transitive	inundar	La alegría inunda desde la madrugada a el pueblo de Artemisa	manual	RES LIQUIDAE COR.xlsx	alegría	C7	1	example
liq-alegría-cu-0009	Res Liquidae	alegría	CU	verbal-subject-transitive	inundar	La alegría inundó los rostros de los nuevos cederistas	manual	RES LIQUIDAE COR.xlsx	alegría	C7	1	example
liq-alegría-cu-0010	Res Liquidae	alegría	CU	verbal-subject-transitive	inundar	La alegría inunda Santa Clara, el paso de los transeúntes	manual	RES LIQUIDAE COR.xlsx	alegría	C7	1	example
liq-alegría-cu-0011	Res Liquidae	alegría	CU	verbal-subject-transitive	inundar	La alegría inundó el teatro Avellaneda, donde sus letras y su carisma hicieron posible echar a volar	manual	RES LIQUIDAE COR.xlsx	alegría	C7	1	example
liq-alegría-cu-0012	Res Liquidae	alegría	CU	verbal-subject-intransitive	fluir	la alegría que fluye de el teatro hecho por niño	manual	RES LIQUIDAE COR.xlsx	alegría	D7	1	example
liq-alegría-cu-0013	Res Liquidae	alegría	CU	verbal-subject-intransitive	fluir	La alegría fluyó aún más	manual	RES LIQUIDAE COR.xlsx	alegría	D7	1	example
liq-alegría-cu-0014	Res Liquidae	alegría	CU	verbal-subject-intransitive	brotar	Con la alegría espontánea que brota de los niños de la Compañía Infantil La Colmenita	manual	RES LIQUIDAE COR.xlsx	alegría	D7	1	example
liq-alegría-cu-0015	Res Liquidae	alegría	CU	verbal-subject-intransitive	brotar	cuando la felicidad parecía inundar le el alma, cuando la alegría le brotaba de cada palabra como un surco fértil que se llena de fruto	manual	RES LIQUIDAE COR.xlsx	alegría	D7	1	example
liq-alegría-cu-0016	Res Liquidae	alegría	CU	verbal-subject-intransitive	brotar	Una alegría que brota de la esperanza dejaron en la afición los equipos femenino y masculino cubano	manual	RES LIQUIDAE COR.xlsx	alegría	D7	1	example
liq-alegría-cu-0017	Res Liquidae	alegría	CU	verbal-subject-intransitive	brotar	el terreno como en la gradas, que el Latino se engalane, y que brote la alegría, la musica, sin tensió	manual	RES LIQUIDAE COR.xlsx	alegría	D7	1	example
liq-alegría-cu-0018	Res Liquidae	alegría	CU	verbal-subject-intransitive	brotar	entonces que brote la alegría por cada nueva victoria de la Patria	manual	RES LIQUIDAE COR.xlsx	alegría	D7	1	example
liq-alegría-cu-0019	Res Liquidae	alegría	CU	verbal-instrumental	inundado	el despertar inunda de alegría la casa	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0020	Res Liquidae	alegría	CU	verbal-instrumental	inundado	Sancti Spíritus espantó su sueño y se inundó de alegría para abrazar a su equipo	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0021	Res Liquidae	alegría	CU	verbal-instrumental	inundado	habrá lámpara maravillosa para largo inundando de alegría y fiesta la espaciosa Avenida de el Puerto	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0022	Res Liquidae	alegría	CU	verbal-instrumental	inundado	Las calles se inundaron de alegría y se hizo el changüí que para cada Primero de Mayo	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0023	Res Liquidae	alegría	CU	verbal-instrumental	inundado	Todos inundarán de alegría las escuelas	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0024	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	El fútbol rebosa de alegría en Europa por la gran paridad existente.	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0025	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	la vieja Mariana, rebosando de alegría, entra en su cuarto, coge un crucifijo...	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0026	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	su madre, rebosando de alegría por la respuesta patriótica de sus hijos, los hizo jurar...	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0027	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	al contrario, la hace rebosar de alegría al asegurar que es la de más experiencia.	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0028	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	donde estaría Fidel, y mi huésped rebosaba de alegría.	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0029	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	Eddy Herrera dijo que esta rebosando de alegría por la noticia de la Unesco...	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0030	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	Evidentemente la embajadora Samantha Power rebosaba de alegría когда anunció en la ONU...	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0031	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	mientras yo me hacía la infeliz aunque rebosara de alegría por dentro.	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0032	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	la vieja Mariana, rebosando en alegría, entra en su cuarto, coge un crucifijo...	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0033	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	...este pueblo que agradece su inmenso sacrificio, ahora rebosa de alegría por su regreso...	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0034	Res Liquidae	alegría	CU	verbal-instrumental	rebosar	...el carnaval santiaguero, que rebosará de alegría	manual	RES LIQUIDAE COR.xlsx	alegría	E7	1	example
liq-alegría-cu-0035	Res Liquidae	alegría	CU	substantive	aluvión	Al amanecer entre mis vecinos hubo un aluvión de alegría en medio de tanta tristezas a el ver nos vivo	manual	RES LIQUIDAE COR.xlsx	alegría	G7	1	example
liq-alegría-cu-0036	Res Liquidae	alegría	CU	substantive	desbordamiento	el desbordamiento oceánico de alegría pura y sincera	manual	RES LIQUIDAE COR.xlsx	alegría	G7	1	example
